5.964450000000000000e+05 5.399520000000000000e+06 5.405402343799999653e+04
5.964600000000000000e+05 5.399520000000000000e+06 5.405708203099999810e+04
5.964750000000000000e+05 5.399520000000000000e+06 5.405950781299999653e+04
5.964900000000000000e+05 5.399520000000000000e+06 5.406098828099999810e+04
5.965050000000000000e+05 5.399520000000000000e+06 5.406160937500000000e+04
5.965200000000000000e+05 5.399520000000000000e+06 5.406160156299999653e+04
5.965350000000000000e+05 5.399520000000000000e+06 5.406119921900000190e+04
5.965500000000000000e+05 5.399520000000000000e+06 5.406057812500000000e+04
5.965650000000000000e+05 5.399520000000000000e+06 5.405987500000000000e+04
5.965800000000000000e+05 5.399520000000000000e+06 5.405915234400000190e+04
5.965950000000000000e+05 5.399520000000000000e+06 5.405844531299999653e+04
5.966100000000000000e+05 5.399520000000000000e+06 5.405775000000000000e+04
5.966250000000000000e+05 5.399520000000000000e+06 5.405705859400000190e+04
5.966400000000000000e+05 5.399520000000000000e+06 5.405635156299999653e+04
5.966550000000000000e+05 5.399520000000000000e+06 5.405561328099999810e+04
5.966700000000000000e+05 5.399520000000000000e+06 5.405479296900000190e+04
5.966850000000000000e+05 5.399520000000000000e+06 5.405386328099999810e+04
5.967000000000000000e+05 5.399520000000000000e+06 5.405275781299999653e+04
5.967150000000000000e+05 5.399520000000000000e+06 5.405144921900000190e+04
5.967300000000000000e+05 5.399520000000000000e+06 5.404982421900000190e+04
5.967450000000000000e+05 5.399520000000000000e+06 5.404784375000000000e+04
5.967600000000000000e+05 5.399520000000000000e+06 5.404538281299999653e+04
5.967750000000000000e+05 5.399520000000000000e+06 5.404239843799999653e+04
5.967900000000000000e+05 5.399520000000000000e+06 5.403871875000000000e+04
5.968050000000000000e+05 5.399520000000000000e+06 5.403429687500000000e+04
5.968200000000000000e+05 5.399520000000000000e+06 5.402897265599999810e+04
5.968350000000000000e+05 5.399520000000000000e+06 5.402275000000000000e+04
5.968500000000000000e+05 5.399520000000000000e+06 5.401548046900000190e+04
5.968650000000000000e+05 5.399520000000000000e+06 5.400724218799999653e+04
5.968800000000000000e+05 5.399520000000000000e+06 5.399798046900000190e+04
5.968950000000000000e+05 5.399520000000000000e+06 5.398786718799999653e+04
5.969100000000000000e+05 5.399520000000000000e+06 5.397694921900000190e+04
5.969250000000000000e+05 5.399520000000000000e+06 5.396554687500000000e+04
5.969400000000000000e+05 5.399520000000000000e+06 5.395384375000000000e+04
5.969550000000000000e+05 5.399520000000000000e+06 5.394224609400000190e+04
5.969700000000000000e+05 5.399520000000000000e+06 5.393100781299999653e+04
5.969850000000000000e+05 5.399520000000000000e+06 5.392055859400000190e+04
5.970000000000000000e+05 5.399520000000000000e+06 5.391119531299999653e+04
5.970150000000000000e+05 5.399520000000000000e+06 5.390331250000000000e+04
5.970300000000000000e+05 5.399520000000000000e+06 5.389722656299999653e+04
5.970450000000000000e+05 5.399520000000000000e+06 5.389326953099999810e+04
5.970600000000000000e+05 5.399520000000000000e+06 5.389175390599999810e+04
5.970750000000000000e+05 5.399520000000000000e+06 5.389288671900000190e+04
5.970900000000000000e+05 5.399520000000000000e+06 5.389686328099999810e+04
5.971050000000000000e+05 5.399520000000000000e+06 5.390368359400000190e+04
5.971200000000000000e+05 5.399520000000000000e+06 5.391349609400000190e+04
5.971350000000000000e+05 5.399520000000000000e+06 5.392630468799999653e+04
5.971500000000000000e+05 5.399520000000000000e+06 5.394246875000000000e+04
5.971650000000000000e+05 5.399520000000000000e+06 5.396201171900000190e+04
5.971800000000000000e+05 5.399520000000000000e+06 5.398521093799999653e+04
5.971950000000000000e+05 5.399520000000000000e+06 5.401171875000000000e+04
5.972100000000000000e+05 5.399520000000000000e+06 5.404133984400000190e+04
5.972250000000000000e+05 5.399520000000000000e+06 5.407291406299999653e+04
5.972400000000000000e+05 5.399520000000000000e+06 5.410558593799999653e+04
5.972550000000000000e+05 5.399520000000000000e+06 5.413830078099999810e+04
5.972700000000000000e+05 5.399520000000000000e+06 5.417158593799999653e+04
5.972850000000000000e+05 5.399520000000000000e+06 5.420536718799999653e+04
5.973000000000000000e+05 5.399520000000000000e+06 5.423739062500000000e+04
5.973150000000000000e+05 5.399520000000000000e+06 5.426353125000000000e+04
5.973300000000000000e+05 5.399520000000000000e+06 5.428149218799999653e+04
5.973450000000000000e+05 5.399520000000000000e+06 5.429058984400000190e+04
5.973600000000000000e+05 5.399520000000000000e+06 5.429262890599999810e+04
5.973750000000000000e+05 5.399520000000000000e+06 5.427717968799999653e+04
5.973900000000000000e+05 5.399520000000000000e+06 5.424636718799999653e+04
