596445.000000 5399520.000000 0.393101
596460.000000 5399520.000000 0.343395
596475.000000 5399520.000000 0.276920
596490.000000 5399520.000000 0.208142
596505.000000 5399520.000000 0.150411
596520.000000 5399520.000000 0.112982
596535.000000 5399520.000000 0.098731
596550.000000 5399520.000000 0.100399
596565.000000 5399520.000000 0.107270
596580.000000 5399520.000000 0.113522
596595.000000 5399520.000000 0.117709
596610.000000 5399520.000000 0.120352
596625.000000 5399520.000000 0.122603
596640.000000 5399520.000000 0.125718
596655.000000 5399520.000000 0.130902
596670.000000 5399520.000000 0.139257
596685.000000 5399520.000000 0.151741
596700.000000 5399520.000000 0.169133
596715.000000 5399520.000000 0.191990
596730.000000 5399520.000000 0.220662
596745.000000 5399520.000000 0.255344
596760.000000 5399520.000000 0.296178
596775.000000 5399520.000000 0.343241
596790.000000 5399520.000000 0.396460
596805.000000 5399520.000000 0.455553
596820.000000 5399520.000000 0.520049
596835.000000 5399520.000000 0.589348
596850.000000 5399520.000000 0.662751
596865.000000 5399520.000000 0.739460
596880.000000 5399520.000000 0.818495
596895.000000 5399520.000000 0.898617
596910.000000 5399520.000000 0.978354
596925.000000 5399520.000000 1.056204
596940.000000 5399520.000000 1.130879
596955.000000 5399520.000000 1.201447
596970.000000 5399520.000000 1.267307
596985.000000 5399520.000000 1.328074
597000.000000 5399520.000000 1.383395
597015.000000 5399520.000000 1.432804
597030.000000 5399520.000000 1.475677
597045.000000 5399520.000000 1.511566
597060.000000 5399520.000000 1.540845
597075.000000 5399520.000000 1.565455
597090.000000 5399520.000000 1.589267
597105.000000 5399520.000000 1.617533
597120.000000 5399520.000000 1.655712
597135.000000 5399520.000000 1.708012
597150.000000 5399520.000000 1.776403
597165.000000 5399520.000000 1.860288
597180.000000 5399520.000000 1.957151
597195.000000 5399520.000000 2.064323
597210.000000 5399520.000000 2.181934
597225.000000 5399520.000000 2.315027
597240.000000 5399520.000000 2.471402
597255.000000 5399520.000000 2.653531
597270.000000 5399520.000000 2.851305
597285.000000 5399520.000000 3.046045
597300.000000 5399520.000000 3.223170
597315.000000 5399520.000000 3.370301
597330.000000 5399520.000000 3.446072
597345.000000 5399520.000000 3.364802
597360.000000 5399520.000000 3.072914
597375.000000 5399520.000000 2.664314
597390.000000 5399520.000000 2.305127
597405.000000 5399520.000000 1.959992
597420.000000 5399520.000000 1.471279
597435.000000 5399520.000000 0.944045
597450.000000 5399520.000000 0.873166
597465.000000 5399520.000000 1.233234
597480.000000 5399520.000000 1.554209
597495.000000 5399520.000000 1.729475
597510.000000 5399520.000000 1.789423
597525.000000 5399520.000000 1.781478
597540.000000 5399520.000000 1.739786
597555.000000 5399520.000000 1.683923
597570.000000 5399520.000000 1.624512
597585.000000 5399520.000000 1.567499
597600.000000 5399520.000000 1.516242
597615.000000 5399520.000000 1.472368
597630.000000 5399520.000000 1.436321
597645.000000 5399520.000000 1.407623
597660.000000 5399520.000000 1.385181
597675.000000 5399520.000000 1.367562
597690.000000 5399520.000000 1.353263
597705.000000 5399520.000000 1.340930
597720.000000 5399520.000000 1.329422
597735.000000 5399520.000000 1.317832
597750.000000 5399520.000000 1.305488
597765.000000 5399520.000000 1.291898
597780.000000 5399520.000000 1.276770
597795.000000 5399520.000000 1.259932
597810.000000 5399520.000000 1.241308
597825.000000 5399520.000000 1.220961
597840.000000 5399520.000000 1.198972
597855.000000 5399520.000000 1.175507
597870.000000 5399520.000000 1.150710
597885.000000 5399520.000000 1.124719
597900.000000 5399520.000000 1.097681
